case_id,fact_pattern,violence_score,financial_loss_score,victim_vulnerability_score,premeditation_score,public_safety_risk,priors,plea_guilty,mitigating_circumstances,juvenile,court_region,sentence_United States,sentence_United Kingdom,sentence_Canada,sentence_Australia,sentence_Singapore,sentence_India,sentence_Germany,sentence_France,sentence_Italy,sentence_Spain,sentence_Switzerland,sentence_Brazil,sentence_Norway,sentence_Sweden,sentence_Denmark,sentence_Japan,sentence_South Korea,sentence_Saudi Arabia,sentence_Iran,sentence_South Africa
465,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",1.0,0.969,0.903,0.874,0.894,0,1,1,0,1,162.5,114.0,89.5,75.5,337.1,176.0,85.5,79.0,67.6,76.0,59.1,88.9,39.2,41.8,42.1,31.1,56.3,209.2,218.0,122.3
466,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.813,0.038,0.127,0.291,0.453,3,1,1,0,1,172.6,91.7,73.6,68.4,313.1,128.7,61.7,75.7,53.5,60.4,44.3,77.3,27.3,35.2,34.7,25.4,49.8,214.0,216.7,134.7
467,"The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.985,0.31,0.531,0.874,0.895,0,0,1,0,0,181.8,139.1,114.0,117.4,319.6,117.3,87.9,81.9,90.5,78.3,56.4,97.6,35.5,42.6,37.8,61.8,74.4,269.1,214.3,159.6
468,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.561,0.0,0.921,0.877,0.415,0,1,0,0,1,111.1,83.1,63.0,65.2,199.4,75.0,62.2,69.2,53.3,56.1,41.4,72.1,33.5,35.8,34.6,30.3,42.9,161.7,115.4,97.5
469,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The crime targeted a 7-year-old child who was walking home alone from school.",0.619,0.383,0.98,0.82,0.391,0,1,1,0,0,112.7,62.8,51.7,56.7,182.2,83.0,51.6,60.2,50.1,51.2,35.3,69.9,24.2,27.5,28.1,25.4,42.1,153.1,142.9,102.1
470,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures.",0.713,0.041,0.147,0.17,0.42,0,1,0,0,0,93.7,57.2,43.8,52.2,155.3,97.8,44.5,45.9,37.6,47.3,35.1,45.9,29.7,29.5,29.1,23.3,43.4,133.0,115.3,76.0
471,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.827,0.143,0.733,0.299,0.472,0,1,1,0,1,92.5,63.1,52.1,54.9,200.9,83.7,43.0,43.5,32.5,48.4,33.3,53.8,23.1,25.2,29.8,18.3,34.1,135.9,150.1,81.0
472,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The crime targeted a 7-year-old child who was walking home alone from school.",0.11,0.4,0.928,0.718,0.292,0,0,0,0,1,70.8,71.6,53.9,64.5,162.1,65.3,55.4,50.9,51.3,55.9,40.3,68.3,25.9,27.8,28.5,46.2,57.1,110.2,112.1,83.2
473,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.,0.059,0.097,0.137,0.747,0.19,0,1,0,0,0,41.8,27.8,24.5,25.8,70.4,25.0,29.1,20.3,18.4,21.5,17.0,28.0,10.0,10.9,9.8,13.2,20.6,70.2,49.0,44.1
474,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.997,0.0,0.211,0.867,0.93,2,1,0,0,1,269.1,144.4,108.4,136.9,424.9,240.0,121.6,140.4,87.9,106.8,82.5,137.0,59.4,66.7,62.5,53.0,101.1,341.7,283.1,266.5
475,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The offender stole a bicycle valued at $300 parked outside a supermarket. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.308,0.056,0.9,0.243,0.138,0,1,0,0,0,56.4,50.1,38.6,35.2,112.1,61.2,37.7,39.8,28.4,34.7,23.7,33.9,21.7,21.0,22.0,18.2,35.5,99.6,71.6,52.4
476,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.725,0.393,0.878,0.638,0.411,2,1,0,0,1,254.1,170.1,123.2,152.4,347.8,155.4,102.3,120.1,84.7,93.4,79.1,145.6,49.8,56.1,60.7,51.6,79.2,316.3,206.4,179.0
477,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.006,0.122,0.014,0.094,0.019,0,0,0,0,1,11.8,8.0,7.3,6.9,16.3,10.7,7.1,6.0,5.8,5.0,4.6,7.4,2.8,2.9,2.7,6.2,5.2,16.0,11.8,9.6
478,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.094,0.799,0.906,0.796,0.161,2,0,0,0,1,204.7,122.8,108.1,134.2,279.2,168.8,94.1,99.5,107.1,86.5,63.9,100.7,37.7,35.9,40.7,73.4,77.0,235.0,160.3,153.0
479,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.132,0.356,0.116,0.471,0.25,0,1,0,0,0,62.8,29.4,25.7,32.4,89.3,28.6,32.0,29.8,19.8,27.7,21.6,28.5,15.3,16.3,15.0,15.2,22.0,75.4,72.1,45.4
480,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia. The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.",0.837,0.443,0.861,0.682,0.853,1,1,0,0,1,143.0,153.9,113.7,113.6,406.0,240.0,89.8,117.7,74.5,99.0,77.4,137.9,55.8,54.2,59.3,56.3,92.9,226.9,283.2,169.0
481,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.416,0.345,0.482,0.973,0.873,4,1,0,0,1,316.0,157.4,135.5,160.7,480.0,196.5,139.2,175.8,91.0,134.1,95.4,143.0,55.4,59.5,59.7,56.6,100.0,360.0,280.9,235.8
482,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.71,0.709,0.276,0.774,0.427,0,0,0,0,1,124.0,132.3,102.4,108.1,238.8,146.5,97.9,82.9,89.4,86.6,70.9,117.7,47.6,54.2,51.2,82.5,86.4,150.9,217.9,147.5
483,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.824,0.792,0.74,0.81,0.486,0,1,0,0,1,133.0,105.5,87.3,95.9,236.4,200.0,90.3,84.0,64.8,79.0,65.5,110.6,46.6,46.5,53.8,51.0,64.9,269.9,201.4,138.7
484,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.,0.126,0.131,0.911,0.693,0.193,0,1,0,0,0,57.8,37.6,43.8,37.6,95.6,65.3,35.6,35.1,31.3,35.6,29.0,37.7,22.3,19.8,19.8,20.5,33.6,93.5,87.6,48.5
485,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.197,0.258,0.93,0.93,0.448,1,1,0,0,0,128.1,86.7,73.7,73.8,223.6,77.8,81.7,77.5,47.6,55.3,43.9,72.5,29.6,32.7,33.5,35.8,57.2,139.8,155.0,103.6
486,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.401,0.301,0.491,0.396,0.872,2,1,0,0,0,187.2,113.8,88.4,96.5,315.9,111.0,88.5,82.3,63.3,76.7,52.3,97.6,43.1,40.8,46.5,42.0,68.9,218.0,234.2,161.8
487,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.355,0.0,0.02,0.0,0.122,2,1,1,0,0,55.0,27.5,20.5,27.3,104.5,34.4,20.5,19.5,16.1,20.1,12.8,23.2,9.1,11.6,11.3,9.0,15.0,69.3,70.9,38.8
488,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.637,0.311,0.203,0.801,0.362,0,1,1,0,1,65.5,49.7,46.8,50.5,165.6,70.9,46.0,40.5,37.7,32.5,22.1,54.3,18.4,21.9,22.3,20.5,31.5,130.0,137.8,79.0
489,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",1.0,0.059,0.664,0.469,0.932,1,0,0,0,0,292.4,230.5,133.3,171.8,389.4,190.4,138.6,149.3,108.5,118.5,97.3,142.0,67.6,67.3,69.7,117.0,118.6,329.1,273.4,195.4
490,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.259,0.027,0.0,0.0,0.062,3,1,0,0,0,72.1,36.0,33.8,26.2,95.1,25.1,25.3,28.2,15.8,21.0,16.2,23.4,13.1,15.4,14.3,11.6,18.2,72.1,56.8,51.8
491,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.455,0.041,0.313,0.421,0.998,2,1,0,0,1,165.7,102.0,72.0,80.4,337.4,96.0,69.0,79.9,61.2,63.4,48.3,79.8,37.4,39.9,46.5,40.3,64.6,236.4,154.9,119.7
492,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.303,0.092,0.882,0.656,0.239,0,1,0,0,1,53.7,58.2,42.5,39.9,120.6,71.1,47.1,45.8,32.6,41.3,31.5,50.9,25.0,23.6,24.3,24.8,34.4,89.3,92.0,88.0
493,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The crime targeted a 7-year-old child who was walking home alone from school.",0.079,0.919,0.934,0.923,0.372,3,1,1,0,1,217.2,106.5,81.8,78.7,333.4,134.1,79.3,79.3,61.4,63.4,44.8,74.5,25.0,33.2,28.9,30.9,62.0,194.1,190.5,180.5
494,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.072,0.044,0.115,0.036,1,1,0,0,0,12.7,7.3,5.6,7.1,19.2,6.8,6.7,6.2,5.1,5.1,4.5,6.8,2.5,2.8,2.6,3.1,4.9,15.5,17.5,11.9
495,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.27,0.011,0.0,0.0,0.149,0,0,0,0,1,39.6,29.0,19.2,23.0,63.7,24.8,20.1,21.3,19.9,19.9,14.4,26.5,11.0,12.4,13.0,15.5,18.6,39.5,38.8,31.6
496,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.839,0.303,0.056,0.493,0.512,0,0,0,0,1,120.8,115.5,74.1,105.8,230.2,121.3,75.7,71.5,80.3,77.4,55.5,86.4,45.1,43.4,47.1,65.1,72.5,198.4,134.5,100.1
497,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.121,0.243,0.894,0.496,0.784,0,0,1,0,0,95.0,84.6,59.5,68.3,173.0,42.6,36.9,39.3,42.8,45.8,29.4,47.6,17.0,18.6,19.8,33.6,39.2,100.2,116.2,82.4
498,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures.",0.737,0.241,0.066,0.479,0.744,1,1,0,0,1,122.6,86.6,84.9,81.8,322.3,148.3,75.5,78.8,60.0,63.0,50.5,98.0,42.8,45.2,48.5,36.3,67.3,173.2,157.2,105.9
499,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.327,0.901,0.833,0.897,0.379,0,1,1,0,0,102.0,63.6,58.2,62.0,159.8,67.8,51.6,42.8,40.1,43.1,36.5,56.5,22.5,22.8,26.1,25.6,32.7,146.8,162.0,98.0
500,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.364,0.083,0.042,0.24,0.145,1,1,1,0,0,57.0,33.3,25.4,30.0,111.8,29.0,26.3,22.4,18.6,22.7,16.1,28.6,10.0,12.1,13.2,10.1,15.4,87.0,70.2,57.9
501,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.061,0.048,0.066,0.006,2,1,1,0,0,12.8,5.3,4.4,4.4,13.9,7.3,3.9,3.6,2.6,3.2,2.3,4.1,1.2,1.4,1.2,1.5,2.6,11.5,12.1,8.9
502,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.129,0.02,0.237,0.072,0,1,1,0,0,13.7,8.0,6.5,7.3,21.0,9.4,6.9,6.0,5.6,5.9,3.5,7.0,2.2,2.5,2.3,3.0,4.7,15.6,19.6,9.5
503,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.339,0.012,0.012,0.0,0.085,2,1,1,0,0,59.2,30.3,24.3,30.4,81.0,27.5,18.9,20.6,16.3,16.6,12.0,18.6,9.4,11.0,11.4,7.6,12.5,59.4,71.1,33.8
504,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",1.0,0.0,0.201,0.481,0.884,1,0,1,0,1,286.9,115.4,97.1,128.2,402.1,152.5,74.8,69.5,84.5,85.8,50.5,87.7,31.4,38.2,41.4,59.7,68.4,240.6,210.6,145.7
505,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.049,0.041,0.0,0.087,0.063,0,0,1,0,1,14.1,8.2,4.8,6.1,18.9,8.3,5.5,4.6,5.1,5.4,3.2,7.9,2.1,2.5,2.4,3.6,4.4,15.0,12.1,8.1
506,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.431,0.349,0.507,0.439,0.863,1,1,0,0,0,227.1,89.7,82.9,70.1,265.2,101.6,81.2,63.4,60.2,60.2,52.4,67.3,36.2,39.7,37.4,37.3,54.3,153.6,204.6,110.2
507,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.261,0.002,0.0,0.028,0.095,0,1,0,0,1,21.6,18.8,14.1,14.1,45.1,30.8,12.9,13.7,9.6,12.0,10.6,15.8,8.8,8.6,9.9,7.6,9.9,32.1,35.4,26.8
508,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.0,0.953,0.809,0.952,0.389,0,1,0,0,1,66.1,60.5,56.5,56.8,121.5,107.7,66.9,55.5,40.6,47.1,44.3,71.8,27.4,28.4,25.5,29.8,45.9,142.4,142.9,100.1
509,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.043,0.021,0.063,0.07,3,0,0,0,0,18.6,12.9,9.4,10.8,30.4,21.9,7.8,7.7,7.6,9.0,4.8,7.5,3.2,3.3,3.0,6.8,7.5,23.9,21.0,15.9
510,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.462,0.035,0.261,0.387,0.929,1,0,0,0,1,169.6,115.7,87.1,92.6,297.2,173.7,88.4,67.5,70.5,67.4,51.6,93.4,39.5,39.7,36.2,57.0,73.6,113.7,182.2,144.0
511,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The crime targeted a 7-year-old child who was walking home alone from school.",0.428,0.742,0.994,0.781,0.278,0,1,0,0,0,145.7,82.1,60.0,81.0,200.9,119.6,71.3,71.1,55.4,59.3,55.0,63.9,35.6,36.7,35.4,39.1,64.5,172.5,126.6,123.8
512,"The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.",0.64,0.428,0.698,0.872,0.911,2,1,0,0,1,312.4,137.3,116.2,138.9,480.0,184.7,111.6,134.7,98.3,104.2,78.4,153.8,59.0,59.1,61.3,53.4,98.3,292.0,257.6,209.8
513,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.,0.089,0.14,0.084,0.655,0.217,0,1,0,0,0,41.3,32.1,26.8,25.4,74.5,36.8,25.4,23.7,19.7,22.9,16.5,22.9,12.7,12.6,11.3,13.8,20.5,62.4,52.5,46.3
514,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.462,0.006,0.269,0.412,0.958,0,1,0,0,0,94.6,63.3,59.3,57.5,185.3,77.0,52.9,52.5,39.4,43.1,34.3,45.2,27.8,29.5,30.8,26.8,34.6,167.8,135.7,91.9
515,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The crime targeted a 7-year-old child who was walking home alone from school.",0.975,0.321,0.989,0.944,0.931,1,1,0,0,0,349.8,144.2,162.6,129.1,437.6,133.3,134.0,138.3,100.4,120.1,90.1,122.8,64.2,73.9,67.8,70.2,112.8,260.0,347.6,285.4
516,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.288,0.309,0.948,0.604,0.179,0,1,0,1,0,41.7,24.6,22.6,20.5,76.7,20.0,21.0,25.8,18.8,20.1,12.1,21.4,8.6,8.0,9.5,10.7,15.4,103.2,70.8,32.5
517,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.98,0.0,0.864,0.539,0.876,4,1,0,0,0,360.0,181.6,169.2,179.1,480.0,202.6,180.0,180.0,139.9,146.7,113.7,141.3,79.4,84.3,91.1,97.9,136.1,348.5,360.0,300.0
518,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.,0.077,0.082,0.905,0.657,0.153,1,1,0,0,0,80.0,45.6,44.2,39.6,113.7,65.9,41.7,47.3,29.5,43.4,28.3,40.3,19.8,19.6,20.1,23.8,38.7,105.3,78.8,65.8
519,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.38,0.081,0.0,0.214,0.07,4,1,1,0,1,142.9,56.4,34.8,43.3,163.8,59.4,31.1,34.6,31.9,31.2,18.0,47.5,14.5,16.4,17.4,12.4,21.9,145.5,110.1,54.8
520,The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.,0.346,0.412,0.715,0.667,0.856,3,1,0,0,1,231.6,134.1,122.5,119.4,428.8,236.8,113.7,112.1,90.5,95.2,71.3,123.9,46.0,51.3,51.2,51.8,93.0,287.6,279.9,195.6
521,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The crime targeted a 7-year-old child who was walking home alone from school.",0.424,0.306,0.93,0.39,0.812,0,1,0,0,1,106.9,73.5,61.2,63.8,183.5,117.6,62.5,59.7,53.1,48.3,43.3,82.3,34.8,35.0,36.2,32.6,44.0,135.3,159.9,88.9
522,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.048,0.111,0.0,0.216,0.032,0,1,0,0,0,15.1,10.3,9.6,9.3,24.2,13.3,10.5,8.1,7.4,8.1,6.7,8.4,4.6,5.0,4.3,4.8,7.2,34.9,19.6,18.5
523,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.0,0.041,0.0,0.206,0.07,1,1,0,0,0,12.3,8.0,7.1,7.2,24.2,8.8,7.5,8.2,6.6,7.2,4.9,6.9,2.8,2.9,3.0,3.6,5.6,21.9,20.7,13.6
524,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.432,0.295,0.462,0.447,0.838,1,1,1,0,0,159.7,71.3,49.0,67.3,261.4,76.7,51.7,57.4,39.2,43.1,30.3,55.6,20.7,24.3,24.0,21.9,33.2,177.2,193.1,102.5
525,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.372,0.0,0.0,0.042,0.086,0,1,0,0,0,44.7,29.8,23.6,22.8,58.1,32.2,19.7,16.8,17.1,16.2,14.1,21.7,12.5,12.1,13.9,10.9,14.2,64.2,39.2,42.9
526,"The offender stole a bicycle valued at $300 parked outside a supermarket. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.199,0.32,0.911,0.901,0.448,1,0,0,0,0,181.7,126.6,77.6,103.3,258.2,115.5,87.3,78.8,89.9,81.5,64.8,79.6,36.8,41.8,35.2,66.8,88.2,156.7,125.9,181.4
527,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.107,0.218,0.107,0.457,0.713,0,1,0,0,1,40.1,38.0,31.7,24.3,116.2,62.1,34.1,34.6,24.3,29.7,21.1,31.1,15.4,15.4,17.9,15.1,26.4,75.3,68.1,64.2
528,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.019,0.753,0.275,0.806,0.195,4,1,1,0,1,147.0,81.3,57.6,64.7,290.7,72.9,63.8,60.1,41.8,54.5,28.5,58.4,16.0,21.5,17.7,23.0,37.9,171.8,182.8,106.5
529,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.618,0.947,0.886,0.926,0.438,0,1,0,0,0,128.7,148.5,87.9,75.8,218.0,92.4,99.9,89.7,75.2,76.6,63.3,88.2,46.7,52.1,50.0,49.5,75.4,259.2,209.0,147.2
530,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.638,0.381,0.949,0.823,0.419,4,1,0,0,0,360.0,184.0,145.5,153.2,480.0,137.7,164.9,165.2,128.5,125.4,98.4,169.3,70.9,71.1,72.1,75.1,120.7,360.0,360.0,212.8
531,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.111,0.009,0.113,0.033,0,0,0,0,0,12.3,9.7,7.5,9.1,17.1,8.6,7.9,5.6,7.0,7.2,4.9,6.6,2.7,2.7,2.8,5.3,5.8,13.1,12.8,10.6
532,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.308,0.709,0.656,0.753,0.881,2,0,0,0,1,307.0,172.8,150.5,150.1,424.6,232.4,154.8,130.9,112.0,103.8,83.6,147.6,53.4,53.5,54.1,111.2,127.1,255.3,285.4,191.9
533,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger.",0.81,0.156,0.155,0.635,0.69,1,1,1,0,0,199.6,91.0,74.9,62.4,298.4,88.4,66.6,66.4,51.4,51.9,40.4,65.2,25.8,29.5,28.8,25.0,47.5,213.4,182.5,132.4
534,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.138,0.962,0.784,0.944,0.428,1,1,0,0,0,145.5,99.9,81.1,97.2,208.4,93.2,76.0,81.6,72.2,68.8,53.8,89.6,38.2,39.1,38.6,39.7,73.5,295.9,200.5,103.3
535,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.063,0.201,0.086,0.498,0.762,0,0,0,0,1,62.7,57.6,38.7,50.7,146.0,58.4,40.3,34.1,35.6,34.6,28.1,56.9,17.0,16.6,18.3,29.2,36.0,93.8,90.7,67.2
536,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.465,0.0,0.284,0.387,0.901,1,1,0,0,0,127.3,63.7,65.4,70.6,261.2,74.8,62.7,59.1,40.2,50.6,38.9,66.3,31.9,33.4,32.9,25.5,56.1,144.2,139.3,92.1
537,"The offender stole a bicycle valued at $300 parked outside a supermarket. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The crime targeted a 7-year-old child who was walking home alone from school.",0.414,0.05,0.907,0.269,0.298,1,1,1,0,1,98.1,52.1,38.0,43.4,194.1,67.6,38.2,37.3,26.3,33.5,25.8,54.3,15.6,18.5,19.4,16.5,27.8,109.6,112.9,62.1
538,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.46,0.038,0.341,0.4,0.992,1,1,0,0,1,136.9,83.4,63.1,82.9,301.3,137.9,51.8,77.5,53.2,65.9,47.6,90.4,35.6,38.5,40.7,32.6,44.6,154.0,153.0,114.0
539,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.031,0.078,0.0,0.233,0.001,0,1,0,0,1,8.8,6.6,6.8,8.0,19.6,14.8,8.3,6.7,4.9,6.1,4.9,7.5,3.3,3.5,3.6,3.7,5.0,15.0,14.7,13.1
